Fp1_Col1,Fp1_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Pz_Col1,Pz_Col2
-132.178024291992,112.407257080078,-67.4694595336914,197.955718994141,-9.70353317260742,102.576850891113,-56.7253761291504,96.6516265869141,-85.7023086547852,-1.87871432304382,-36.278636932373,-31.4280872344971,-84.1254806518555,-29.2416400909424,-48.9471321105957,-3.37960052490234,-55.657657623291,42.1366157531738,-118.565727233887,-30.5729675292969,-106.862373352051,-37.1968154907227,-84.3554611206055,78.3326873779297,-37.0240669250488,-64.6756362915039,-69.8944625854492,-40.1656265258789,-94.8920135498047,102.449172973633,-84.5894317626953,22.2717628479004
-28.6650543212891,28.6617622375488,-17.6697311401367,130.220703125,17.3779697418213,71.6501541137695,6.98389482498169,49.475902557373,-70.4456939697266,-45.1001014709473,-63.2856216430664,-8.71746253967285,21.89089012146,56.89990234375,-98.1267776489258,4.2747049331665,69.7212600708008,71.178108215332,-38.2324028015137,-79.235481262207,-13.5596742630005,-49.2924461364746,-45.879035949707,21.4772300720215,-127.439300537109,-64.7284240722656,-3.44984316825867,74.9393081665039,97.9210739135742,45.0384254455566,-53.8865089416504,49.2394638061523
162.302459716797,17.7789325714111,44.6347236633301,113.910743713379,82.377067565918,109.416015625,65.7039489746094,67.7855606079102,1.48277771472931,-71.1665496826172,-51.9231910705566,51.6256217956543,54.2125205993652,51.4948196411133,-51.910285949707,8.53974437713623,59.5325927734375,-15.3320217132568,122.749443054199,-65.1609268188477,90.8291702270508,17.4396896362305,37.7995414733887,19.7793121337891,-68.0483016967773,0.395943343639374,49.0845413208008,-19.1470775604248,286.28564453125,32.849739074707,-38.4654998779297,54.2404098510742
293.113433837891,34.7347717285156,136.306701660156,112.703475952148,184.320510864258,118.334281921387,99.7718887329102,74.8200302124023,97.4878005981445,-45.0364875793457,-41.4556617736816,90.6013259887695,-42.1438026428223,-42.7472534179688,-62.0660743713379,-1.81105315685272,-110.345527648926,-133.824523925781,192.86083984375,-30.6567726135254,148.48844909668,7.7205982208252,94.7875671386719,25.424976348877,29.2573680877686,50.8760299682617,11.7871952056885,-141.038238525391,355.468322753906,35.970588684082,-116.291801452637,70.534294128418
320.170654296875,-27.4971046447754,178.252563476562,64.1087799072266,244.678848266602,43.4251327514648,63.0929222106934,-11.3148307800293,157.829467773438,-39.3108558654785,-34.3172492980957,50.0039939880371,-113.766250610352,-40.7164573669434,-82.1030731201172,11.1999387741089,-127.382850646973,-90.8598251342773,149.510284423828,-53.8585510253906,148.607635498047,-122.828590393066,109.981422424316,6.8222484588623,83.8390274047852,24.4084243774414,2.55539536476135,-99.4884796142578,331.080200195312,-19.8437843322754,-128.727874755859,115.671028137207
285.93603515625,-123.890022277832,185.636444091797,-30.9785976409912,206.730895996094,-26.430965423584,50.102970123291,-120.203147888184,132.865798950195,-72.9721908569336,1.35213553905487,12.4413919448853,20.051965713501,82.2508010864258,-31.5988693237305,80.5116271972656,128.458343505859,76.942268371582,112.113090515137,-121.18132019043,100.822547912598,-169.241897583008,144.141403198242,-24.6222286224365,141.811141967773,-57.8299179077148,28.7482109069824,-5.8726634979248,296.666961669922,-129.854644775391,-7.72909736633301,120.797470092773
228.546493530273,-173.27668762207,210.193176269531,-108.592102050781,147.272277832031,-46.6286315917969,88.3636322021484,-165.223236083984,76.4548034667969,-84.9587097167969,-3.30053091049194,-5.80707883834839,128.752044677734,126.042404174805,-41.5412330627441,114.078880310059,179.930816650391,129.474548339844,101.686782836914,-154.20361328125,69.7156066894531,-102.525833129883,168.348114013672,-44.1177291870117,136.045806884766,-104.537002563477,7.31885528564453,37.258918762207,269.379699707031,-206.502838134766,12.2006759643555,53.1570510864258
195.167953491211,-193.783248901367,217.817611694336,-120.054374694824,150.859481811523,-66.6215515136719,97.6740036010742,-185.091232299805,68.7988052368164,-103.968376159668,-105.137130737305,-21.4796409606934,1.516108751297,94.2772598266602,-140.079330444336,90.778923034668,-107.334953308105,121.9033203125,107.082824707031,-160.108108520508,83.0786743164062,-77.2675857543945,159.785034179688,-54.3492164611816,46.4229202270508,-61.0958976745605,-30.4384346008301,22.9841022491455,224.300582885742,-198.788330078125,-100.351058959961,-5.59733295440674
197.203186035156,-192.315383911133,224.11994934082,-128.351272583008,181.945770263672,-89.2597503662109,108.162017822266,-219.058044433594,67.9426422119141,-121.436569213867,-166.504150390625,-6.30821323394775,-140.475234985352,108.514053344727,-153.898025512695,77.2553329467773,-255.865280151367,140.447128295898,108.921752929688,-167.325607299805,80.9619522094727,-75.4578094482422,166.013931274414,-69.1705551147461,-7.73889636993408,-16.4635925292969,-94.6369171142578,-31.7276268005371,180.722640991211,-173.507995605469,-125.959411621094,-41.9404335021973
183.773971557617,-173.946487426758,239.582717895508,-159.448364257812,166.328369140625,-71.6977767944336,131.892730712891,-215.185211181641,34.0505294799805,-72.6793212890625,-98.6065902709961,-31.0623760223389,-123.27855682373,59.307487487793,-62.3663139343262,14.6071634292603,-112.833595275879,-12.1849498748779,55.4730453491211,-159.057083129883,31.6827545166016,-42.6490707397461,151.450317382812,-67.2127990722656,-26.0299739837646,-51.0195159912109,-145.3095703125,-67.1190795898438,152.086227416992,-187.326522827148,-44.8665542602539,-116.26969909668
112.407257080078,-171.982620239258,197.955718994141,-137.092849731445,102.576850891113,-21.8396492004395,96.6516265869141,-167.764556884766,-1.87871432304382,-36.1492729187012,-31.4280872344971,-114.775207519531,-29.2416400909424,-79.079963684082,-3.37960052490234,-96.4894638061523,42.1366157531738,-201.189834594727,-30.5729675292969,-143.370223999023,-37.1968154907227,-23.2504386901855,78.3326873779297,-52.0913848876953,-64.6756362915039,-76.0386199951172,-40.1656265258789,-66.9031753540039,102.449172973633,-195.739288330078,22.2717628479004,-162.079681396484
28.6617622375488,-175.186676025391,130.220703125,-99.0836639404297,71.6501541137695,-12.5218944549561,49.475902557373,-140.694915771484,-45.1001014709473,-83.4291915893555,-8.71746253967285,-124.834350585938,56.89990234375,-78.304069519043,4.2747049331665,-99.0690383911133,71.178108215332,-75.1415023803711,-79.235481262207,-142.301574707031,-49.2924461364746,-24.5444850921631,21.4772300720215,-67.2291946411133,-64.7284240722656,-34.1185760498047,74.9393081665039,-52.2004203796387,45.0384254455566,-192.327560424805,49.2394638061523,-113.411903381348
17.7789325714111,-178.376663208008,113.910743713379,-119.298004150391,109.416015625,-73.9801712036133,67.7855606079102,-154.03515625,-71.1665496826172,-138.721496582031,51.6256217956543,-74.7622985839844,51.4948196411133,39.559268951416,8.53974437713623,-19.2061424255371,-15.3320217132568,101.888084411621,-65.1609268188477,-158.851867675781,17.4396896362305,-43.8559188842773,19.7793121337891,-93.1793212890625,0.395943343639374,-14.8380069732666,-19.1470775604248,-33.8572158813477,32.849739074707,-203.740051269531,54.2404098510742,-74.8908462524414
34.7347717285156,-185.132247924805,112.703475952148,-123.289245605469,118.334281921387,-117.287651062012,74.8200302124023,-171.37060546875,-45.0364875793457,-156.610000610352,90.6013259887695,-83.307991027832,-42.7472534179688,31.4976463317871,-1.81105315685272,-19.8095149993896,-133.824523925781,-3.28051614761353,-30.6567726135254,-175.690780639648,7.7205982208252,-66.7496643066406,25.424976348877,-83.4314880371094,50.8760299682617,-44.4908599853516,-141.038238525391,-42.1420593261719,35.970588684082,-182.140899658203,70.534294128418,-99.0860595703125
-27.4971046447754,-162.499649047852,64.1087799072266,-73.5478820800781,43.4251327514648,-77.856575012207,-11.3148307800293,-127.579139709473,-39.3108558654785,-146.773452758789,50.0039939880371,-131.002456665039,-40.7164573669434,-53.4468688964844,11.1999387741089,-95.2065734863281,-90.8598251342773,-104.325996398926,-53.8585510253906,-169.044342041016,-122.828590393066,-48.7560157775879,6.8222484588623,-68.1108093261719,24.4084243774414,-84.4571685791016,-99.4884796142578,-60.0783424377441,-19.8437843322754,-127.045562744141,115.671028137207,-121.112922668457
-123.890022277832,-129.83479309082,-30.9785976409912,-31.4450378417969,-26.430965423584,-22.3154850006104,-120.203147888184,-24.4271411895752,-72.9721908569336,-103.343048095703,12.4413919448853,-176.916320800781,82.2508010864258,-68.0777130126953,80.5116271972656,-158.804244995117,76.942268371582,-59.5476341247559,-121.18132019043,-147.383712768555,-169.241897583008,-14.9903984069824,-24.6222286224365,-74.0872344970703,-57.8299179077148,-139.436477661133,-5.8726634979248,-68.801383972168,-129.854644775391,-99.644660949707,120.797470092773,-142.4228515625
-173.27668762207,-121.660926818848,-108.592102050781,-9.44196319580078,-46.6286315917969,-7.55388069152832,-165.223236083984,24.5383224487305,-84.9587097167969,-50.6860275268555,-5.80707883834839,-202.224044799805,126.042404174805,-83.7018203735352,114.078880310059,-167.772705078125,129.474548339844,-102.639663696289,-154.20361328125,-110.727325439453,-102.525833129883,9.12315654754639,-44.1177291870117,-57.1161155700684,-104.537002563477,-174.571594238281,37.258918762207,-119.205368041992,-206.502838134766,-88.2755889892578,53.1570510864258,-157.604644775391
-193.783248901367,-108.520080566406,-120.054374694824,-10.2199249267578,-66.6215515136719,-8.87438011169434,-185.091232299805,-2.97852802276611,-103.968376159668,-18.900146484375,-21.4796409606934,-165.330383300781,94.2772598266602,-103.788230895996,90.778923034668,-120.964378356934,121.9033203125,-134.516036987305,-160.108108520508,-60.367431640625,-77.2675857543945,36.1877326965332,-54.3492164611816,-12.8791952133179,-61.0958976745605,-189.074737548828,22.9841022491455,-152.120040893555,-198.788330078125,-84.1889038085938,-5.59733295440674,-124.588104248047
-192.315383911133,-90.5271530151367,-128.351272583008,-39.2989387512207,-89.2597503662109,-11.4382305145264,-219.058044433594,-18.5163745880127,-121.436569213867,-10.878737449646,-6.30821323394775,-119.874420166016,108.514053344727,-35.2432403564453,77.2553329467773,-85.3406982421875,140.447128295898,-8.40933418273926,-167.325607299805,-60.8799133300781,-75.4578094482422,40.6880989074707,-69.1705551147461,1.03003418445587,-16.4635925292969,-225.060363769531,-31.7276268005371,-61.7237701416016,-173.507995605469,-103.395217895508,-41.9404335021973,-104.061935424805
-173.946487426758,-92.498161315918,-159.448364257812,-67.7721862792969,-71.6977767944336,-33.1842651367188,-215.185211181641,-40.3750991821289,-72.6793212890625,-30.5153827667236,-31.0623760223389,-123.471138000488,59.307487487793,13.9140148162842,14.6071634292603,-87.7613677978516,-12.1849498748779,9.39544582366943,-159.057083129883,-114.947479248047,-42.6490707397461,31.7198810577393,-67.2127990722656,-18.6754188537598,-51.0195159912109,-178.446624755859,-67.1190795898438,32.4480056762695,-187.326522827148,-115.374786376953,-116.26969909668,-141.953994750977
-171.982620239258,-112.081214904785,-137.092849731445,-96.1709823608398,-21.8396492004395,-73.5060348510742,-167.764556884766,-91.6555023193359,-36.1492729187012,-65.624641418457,-114.775207519531,-121.450271606445,-79.079963684082,-58.8174018859863,-96.4894638061523,-75.4117965698242,-201.189834594727,-137.976745605469,-143.370223999023,-138.757888793945,-23.2504386901855,20.1374206542969,-52.0913848876953,-33.5839996337891,-76.0386199951172,-33.1329727172852,-66.9031753540039,-12.5688247680664,-195.739288330078,-132.23193359375,-162.079681396484,-176.651992797852
-175.186676025391,-148.989501953125,-99.0836639404297,-116.432456970215,-12.5218944549561,-91.26123046875,-140.694915771484,-81.0486526489258,-83.4291915893555,-81.3019256591797,-124.834350585938,-100.236419677734,-78.304069519043,-118.869087219238,-99.0690383911133,-53.2354583740234,-75.1415023803711,-156.424087524414,-142.301574707031,-131.085922241211,-24.5444850921631,-23.8090019226074,-67.2291946411133,-39.683349609375,-34.1185760498047,-7.89716386795044,-52.2004203796387,-95.8818283081055,-192.327560424805,-168.808456420898,-113.411903381348,-184.906692504883
-178.376663208008,-167.783615112305,-119.298004150391,-107.511016845703,-73.9801712036133,-61.6650772094727,-154.03515625,-19.8663845062256,-138.721496582031,-59.565860748291,-74.7622985839844,-102.537963867188,39.559268951416,-108.029830932617,-19.2061424255371,-69.947998046875,101.888084411621,-85.2138671875,-158.851867675781,-127.009666442871,-43.8559188842773,-35.9878196716309,-93.1793212890625,-45.3656539916992,-14.8380069732666,-116.707763671875,-33.8572158813477,-106.534561157227,-203.740051269531,-166.961837768555,-74.8908462524414,-186.874923706055
-185.132247924805,-151.27734375,-123.289245605469,-111.711624145508,-117.287651062012,-30.9943943023682,-171.37060546875,-24.0299682617188,-156.610000610352,-35.6163368225098,-83.307991027832,-124.456352233887,31.4976463317871,-130.100799560547,-19.8095149993896,-121.511863708496,-3.28051614761353,-129.323806762695,-175.690780639648,-115.99063873291,-66.7496643066406,6.96967315673828,-83.4314880371094,-58.3313102722168,-44.4908599853516,-171.923217773438,-42.1420593261719,-103.297592163086,-182.140899658203,-138.215240478516,-99.0860595703125,-171.42268371582
-162.499649047852,-149.980941772461,-73.5478820800781,-131.949462890625,-77.856575012207,-41.0781097412109,-127.579139709473,-93.2088623046875,-146.773452758789,-73.2267303466797,-131.002456665039,-145.16178894043,-53.4468688964844,-146.423187255859,-95.2065734863281,-147.688018798828,-104.325996398926,-152.041076660156,-169.044342041016,-105.911964416504,-48.7560157775879,-4.86311292648315,-68.1108093261719,-81.1150588989258,-84.4571685791016,-177.973831176758,-60.0783424377441,-107.976463317871,-127.045562744141,-128.612289428711,-121.112922668457,-132.25471496582
-129.83479309082,-137.954696655273,-31.4450378417969,-123.967041015625,-22.3154850006104,-65.2104187011719,-24.4271411895752,-159.260940551758,-103.343048095703,-166.954544067383,-176.916320800781,-152.42985534668,-68.0777130126953,-76.3003845214844,-158.804244995117,-107.586578369141,-59.5476341247559,-56.6325950622559,-147.383712768555,-87.6448822021484,-14.9903984069824,-47.1787872314453,-74.0872344970703,-95.6253356933594,-139.436477661133,-198.073806762695,-68.801383972168,-55.6585006713867,-99.644660949707,-104.469207763672,-142.4228515625,-98.1383514404297
-121.660926818848,-67.779899597168,-9.44196319580078,-113.276832580566,-7.55388069152832,-60.9943809509277,24.5383224487305,-188.216949462891,-50.6860275268555,-223.186294555664,-202.224044799805,-160.025634765625,-83.7018203735352,-22.5652160644531,-167.772705078125,-79.8302917480469,-102.639663696289,-8.31135940551758,-110.727325439453,-41.5988540649414,9.12315654754639,-26.5263328552246,-57.1161155700684,-102.077972412109,-174.571594238281,-194.558837890625,-119.205368041992,-12.2556838989258,-88.2755889892578,-60.3873710632324,-157.604644775391,-108.706718444824
-108.520080566406,-10.6863965988159,-10.2199249267578,-93.7165374755859,-8.87438011169434,-16.6470508575439,-2.97852802276611,-145.467346191406,-18.900146484375,-171.922775268555,-165.330383300781,-178.235229492188,-103.788230895996,-56.3940696716309,-120.964378356934,-135.861541748047,-134.516036987305,-48.0610046386719,-60.367431640625,-9.78611183166504,36.1877326965332,5.76064157485962,-12.8791952133179,-103.142372131348,-189.074737548828,-170.949142456055,-152.120040893555,-77.6608276367188,-84.1889038085938,-16.9921627044678,-124.588104248047,-140.640701293945
-90.5271530151367,-7.08342504501343,-39.2989387512207,-34.0483741760254,-11.4382305145264,31.6880588531494,-18.5163745880127,-61.4745140075684,-10.878737449646,-60.5891952514648,-119.874420166016,-169.560440063477,-35.2432403564453,-101.425231933594,-85.3406982421875,-185.485305786133,-8.40933418273926,-93.2355422973633,-60.8799133300781,-21.4325008392334,40.6880989074707,13.2818126678467,1.03003418445587,-88.3880767822266,-225.060363769531,-167.708236694336,-61.7237701416016,-131.988372802734,-103.395217895508,21.6060009002686,-104.061935424805,-128.591415405273
-92.498161315918,-19.5372085571289,-67.7721862792969,-9.96325302124023,-33.1842651367188,41.5249214172363,-40.3750991821289,-38.5863189697266,-30.5153827667236,-1.84942233562469,-123.471138000488,-158.701400756836,13.9140148162842,-103.831184387207,-87.7613677978516,-175.621200561523,9.39544582366943,-110.98779296875,-114.947479248047,-61.0457572937012,31.7198810577393,24.192590713501,-18.6754188537598,-100.776420593262,-178.446624755859,-206.263229370117,32.4480056762695,-74.619384765625,-115.374786376953,14.1213703155518,-141.953994750977,-90.9203567504883
-112.081214904785,-35.6327247619629,-96.1709823608398,-44.3813056945801,-73.5060348510742,32.5384674072266,-91.6555023193359,-75.8778457641602,-65.624641418457,-14.12571144104,-121.450271606445,-193.847671508789,-58.8174018859863,-71.9944229125977,-75.4117965698242,-174.646743774414,-137.976745605469,-91.1521301269531,-138.757888793945,-108.477073669434,20.1374206542969,43.991886138916,-33.5839996337891,-160.664291381836,-33.1329727172852,-253.513153076172,-12.5688247680664,-52.6222305297852,-132.23193359375,-16.5979843139648,-176.651992797852,-82.6151733398438
-148.989501953125,-38.1359786987305,-116.432456970215,-62.6834564208984,-91.26123046875,20.6101093292236,-81.0486526489258,-106.503410339355,-81.3019256591797,-32.7080192565918,-100.236419677734,-201.893859863281,-118.869087219238,-65.1760787963867,-53.2354583740234,-173.58837890625,-156.424087524414,-92.3853988647461,-131.085922241211,-134.284271240234,-23.8090019226074,72.7965698242188,-39.683349609375,-198.699829101562,-7.89716386795044,-226.968063354492,-95.8818283081055,-122.624816894531,-168.808456420898,-13.5476493835449,-184.906692504883,-108.768531799316
-167.783615112305,-49.0518341064453,-107.511016845703,-90.4382095336914,-61.6650772094727,-20.1495761871338,-19.8663845062256,-167.182662963867,-59.565860748291,-64.2863311767578,-102.537963867188,-161.694778442383,-108.029830932617,-115.769393920898,-69.947998046875,-139.559112548828,-85.2138671875,-95.2917022705078,-127.009666442871,-149.266952514648,-35.9878196716309,53.9974136352539,-45.3656539916992,-202.611328125,-116.707763671875,-160.979187011719,-106.534561157227,-111.778579711914,-166.961837768555,-44.8062019348145,-186.874923706055,-160.778762817383
-151.27734375,-121.693359375,-111.711624145508,-166.533004760742,-30.9943943023682,-67.5636291503906,-24.0299682617188,-272.683532714844,-35.6163368225098,-122.740966796875,-124.456352233887,-156.391265869141,-130.100799560547,-106.681159973145,-121.511863708496,-120.707450866699,-129.323806762695,25.4988613128662,-115.99063873291,-182.308059692383,6.96967315673828,-23.5175342559814,-58.3313102722168,-219.486694335938,-171.923217773438,-148.772506713867,-103.297592163086,17.1856575012207,-138.215240478516,-135.97509765625,-171.42268371582,-190.479476928711
-149.980941772461,-192.469284057617,-131.949462890625,-224.077392578125,-41.0781097412109,-91.412483215332,-93.2088623046875,-321.493804931641,-73.2267303466797,-152.073501586914,-145.16178894043,-153.570938110352,-146.423187255859,8.08102416992188,-147.688018798828,-110.524871826172,-152.041076660156,137.589508056641,-105.911964416504,-202.390319824219,-4.86311292648315,-46.4968414306641,-81.1150588989258,-240.50993347168,-177.973831176758,-137.954147338867,-107.976463317871,69.2361450195312,-128.612289428711,-188.225158691406,-132.25471496582,-160.694351196289
-137.954696655273,-192.940048217773,-123.967041015625,-218.682434082031,-65.2104187011719,-116.428726196289,-159.260940551758,-282.178924560547,-166.954544067383,-150.342010498047,-152.42985534668,-104.693534851074,-76.3003845214844,51.1227912902832,-107.586578369141,-74.299446105957,-56.6325950622559,44.9396209716797,-87.6448822021484,-197.444396972656,-47.1787872314453,-30.2002487182617,-95.6253356933594,-248.195190429688,-198.073806762695,-83.0230484008789,-55.6585006713867,-41.431568145752,-104.469207763672,-183.928863525391,-98.1383514404297,-130.91764831543
-67.779899597168,-168.788619995117,-113.276832580566,-160.820587158203,-60.9943809509277,-133.116958618164,-188.216949462891,-207.72184753418,-223.186294555664,-146.387496948242,-160.025634765625,-78.3684997558594,-22.5652160644531,-42.6857490539551,-79.8302917480469,-64.4880752563477,-8.31135940551758,-93.4571914672852,-41.5988540649414,-199.680480957031,-26.5263328552246,-61.691349029541,-102.077972412109,-230.824234008789,-194.558837890625,-76.9551315307617,-12.2556838989258,-135.401168823242,-60.3873710632324,-167.467391967773,-108.706718444824,-115.594062805176
-10.6863965988159,-141.190093994141,-93.7165374755859,-84.4764785766602,-16.6470508575439,-109.247634887695,-145.467346191406,-116.532081604004,-171.922775268555,-123.854461669922,-178.235229492188,-84.319091796875,-56.3940696716309,-96.4188919067383,-135.861541748047,-84.8312454223633,-48.0610046386719,-80.4246368408203,-9.78611183166504,-200.44938659668,5.76064157485962,-69.3119430541992,-103.142372131348,-181.116302490234,-170.949142456055,-153.539581298828,-77.6608276367188,-96.7218399047852,-16.9921627044678,-150.69401550293,-140.640701293945,-66.1761245727539
-7.08342504501343,-111.204658508301,-34.0483741760254,-43.8678436279297,31.6880588531494,-77.2272644042969,-61.4745140075684,-42.862735748291,-60.5891952514648,-93.2791137695312,-169.560440063477,-59.3317108154297,-101.425231933594,-5.21463680267334,-185.485305786133,-42.0329208374023,-93.2355422973633,49.4934272766113,-21.4325008392334,-178.416122436523,13.2818126678467,-40.7052726745605,-88.3880767822266,-140.380950927734,-167.708236694336,-201.565246582031,-131.988372802734,-66.5071868896484,21.6060009002686,-149.105453491211,-128.591415405273,-17.3238372802734
-19.5372085571289,-103.647048950195,-9.96325302124023,-29.6112766265869,41.5249214172363,-70.6575927734375,-38.5863189697266,-14.5939588546753,-1.84942233562469,-59.9037704467773,-158.701400756836,-8.08046627044678,-103.831184387207,122.807861328125,-175.621200561523,50.4329452514648,-110.98779296875,180.048629760742,-61.0457572937012,-137.350952148438,24.192590713501,-55.8276290893555,-100.776420593262,-110.79020690918,-206.263229370117,-138.822647094727,-74.619384765625,-73.0903854370117,14.1213703155518,-143.306549072266,-90.9203567504883,-1.47249579429626
-35.6327247619629,-83.4955215454102,-44.3813056945801,9.22441673278809,32.5384674072266,-63.8675804138184,-75.8778457641602,20.2553043365479,-14.12571144104,-10.6557197570801,-193.847671508789,25.2556667327881,-71.9944229125977,166.151733398438,-174.646743774414,79.1065292358398,-91.1521301269531,200.057693481445,-108.477073669434,-89.5377807617188,43.991886138916,-59.7354965209961,-160.664291381836,-60.8740043640137,-253.513153076172,-30.729320526123,-52.6222305297852,33.488712310791,-16.5979843139648,-106.153427124023,-82.6151733398438,9.41220664978027
-38.1359786987305,-39.759033203125,-62.6834564208984,69.1269302368164,20.6101093292236,-31.4148979187012,-106.503410339355,99.05859375,-32.7080192565918,15.6504020690918,-201.893859863281,39.4856185913086,-65.1760787963867,139.702239990234,-173.58837890625,56.484489440918,-92.3853988647461,117.210350036621,-134.284271240234,-58.0063247680664,72.7965698242188,-18.4266738891602,-198.699829101562,-22.2143573760986,-226.968063354492,45.9563369750977,-122.624816894531,157.34635925293,-13.5476493835449,-75.0845794677734,-108.768531799316,9.10803699493408
-49.0518341064453,-32.315788269043,-90.4382095336914,114.619972229004,-20.1495761871338,7.66319847106934,-167.182662963867,187.654479980469,-64.2863311767578,23.7845230102539,-161.694778442383,69.6522369384766,-115.769393920898,86.2169418334961,-139.559112548828,73.2371978759766,-95.2917022705078,36.3340110778809,-149.266952514648,-55.6998634338379,53.9974136352539,0.771507799625397,-202.611328125,1.4071249961853,-160.979187011719,104.473220825195,-111.778579711914,124.116844177246,-44.8062019348145,-78.5424041748047,-160.778762817383,-1.10054576396942
-121.693359375,-59.5602989196777,-166.533004760742,101.945327758789,-67.5636291503906,23.3267879486084,-272.683532714844,224.893295288086,-122.740966796875,60.3948211669922,-156.391265869141,106.434288024902,-106.681159973145,42.0851516723633,-120.707450866699,109.37166595459,25.4988613128662,22.7680568695068,-182.308059692383,-76.4114379882812,-23.5175342559814,5.63356256484985,-219.486694335938,32.8535766601562,-148.772506713867,112.962516784668,17.1856575012207,49.027214050293,-135.97509765625,-95.2638320922852,-190.479476928711,5.17540502548218
-192.469284057617,-88.6159896850586,-224.077392578125,28.0399951934814,-91.412483215332,15.8210687637329,-321.493804931641,180.173553466797,-152.073501586914,93.2349624633789,-153.570938110352,104.051155090332,8.08102416992188,78.1739883422852,-110.524871826172,103.198348999023,137.589508056641,87.8303680419922,-202.390319824219,-100.086402893066,-46.4968414306641,17.9188957214355,-240.50993347168,39.0175628662109,-137.954147338867,46.4790191650391,69.2361450195312,31.7190227508545,-188.225158691406,-98.7354583740234,-160.694351196289,-5.88464307785034
-192.940048217773,-117.92945098877,-218.682434082031,-27.3094215393066,-116.428726196289,-1.44853901863098,-282.178924560547,106.680030822754,-150.342010498047,100.89306640625,-104.693534851074,78.0371170043945,51.1227912902832,99.0918121337891,-74.299446105957,44.4519577026367,44.9396209716797,76.9765090942383,-197.444396972656,-102.446792602539,-30.2002487182617,18.528491973877,-248.195190429688,27.9045257568359,-83.0230484008789,18.2876071929932,-41.431568145752,3.88603806495667,-183.928863525391,-99.2216415405273,-130.91764831543,-78.996826171875
-168.788619995117,-122.376289367676,-160.820587158203,-28.3996715545654,-133.116958618164,-18.518762588501,-207.72184753418,67.2185440063477,-146.387496948242,98.6011428833008,-78.3684997558594,50.0990829467773,-42.6857490539551,-34.833065032959,-64.4880752563477,-40.1890754699707,-93.4571914672852,-113.730072021484,-199.680480957031,-91.0509948730469,-61.691349029541,19.559684753418,-230.824234008789,27.4041709899902,-76.9551315307617,54.5419807434082,-135.401168823242,-29.2192096710205,-167.467391967773,-127.654312133789,-115.594062805176,-162.888687133789
-141.190093994141,-102.217796325684,-84.4764785766602,-20.9182987213135,-109.247634887695,-24.8099040985107,-116.532081604004,59.0405883789062,-123.854461669922,59.2390823364258,-84.319091796875,-1.62560021877289,-96.4188919067383,-152.374099731445,-84.8312454223633,-68.227897644043,-80.4246368408203,-230.219635009766,-200.44938659668,-74.9640426635742,-69.3119430541992,9.04268169403076,-181.116302490234,9.83535575866699,-153.539581298828,39.6878662109375,-96.7218399047852,-61.7810974121094,-150.69401550293,-147.661224365234,-66.1761245727539,-170.727233886719
-111.204658508301,-114.349502563477,-43.8678436279297,-42.1744041442871,-77.2272644042969,-45.9558715820312,-42.862735748291,41.9528732299805,-93.2791137695312,-3.47649025917053,-59.3317108154297,-55.9334373474121,-5.21463680267334,-115.083335876465,-42.0329208374023,-27.9487438201904,49.4934272766113,-128.707122802734,-178.416122436523,-67.0484008789062,-40.7052726745605,-36.4745445251465,-140.380950927734,-27.445894241333,-201.565246582031,-30.0000343322754,-66.5071868896484,-91.7503509521484,-149.105453491211,-148.221542358398,-17.3238372802734,-123.944175720215
-103.647048950195,-185.698364257812,-29.6112766265869,-143.57829284668,-70.6575927734375,-113.225959777832,-14.5939588546753,-62.1972541809082,-59.9037704467773,-49.6181182861328,-8.08046627044678,-82.868408203125,122.807861328125,-14.7367639541626,50.4329452514648,-37.314151763916,180.048629760742,82.9793090820312,-137.350952148438,-123.884330749512,-55.8276290893555,-81.572265625,-110.79020690918,-93.4509506225586,-138.822647094727,-84.9080505371094,-73.0903854370117,24.6233329772949,-143.306549072266,-233.743316650391,-1.47249579429626,-75.3973999023438
-83.4955215454102,-283.439788818359,9.22441673278809,-311.9130859375,-63.8675804138184,-179.14697265625,20.2553043365479,-250.972564697266,-10.6557197570801,-82.6190948486328,25.2556667327881,-90.0098876953125,166.151733398438,180.327087402344,79.1065292358398,-93.6578674316406,200.057693481445,371.019470214844,-89.5377807617188,-203.611923217773,-59.7354965209961,-94.595947265625,-60.8740043640137,-187.283309936523,-30.729320526123,-93.7131042480469,33.488712310791,266.770751953125,-106.153427124023,-368.219055175781,9.41220664978027,4.93738031387329
-39.759033203125,-325.065734863281,69.1269302368164,-393.854522705078,-31.4148979187012,-186.029495239258,99.05859375,-369.18359375,15.6504020690918,-71.3413009643555,39.4856185913086,-87.4265975952148,139.702239990234,342.885314941406,56.484489440918,-106.77758026123,117.210350036621,420.930206298828,-58.0063247680664,-181.850387573242,-18.4266738891602,-88.3466110229492,-22.2143573760986,-211.397842407227,45.9563369750977,-40.3041381835938,157.34635925293,340.358947753906,-75.0845794677734,-363.218780517578,9.10803699493408,49.0030174255371
